Step,Percentile,AUROC,Precision,Recall,F1 score,Random Seed
81600,873.6529052734375,0.694168004031787,0.15118079752226093,0.47760281302553126,0.229663664767506,42
81600,883.3728576660155,0.694168004031787,0.17376435669118595,0.4117107475921113,0.24438495394527882,42
81600,895.7827453613281,0.694168004031787,0.21070460704607047,0.3328237272588289,0.2580453979730931,42
81600,915.6680786132812,0.694168004031787,0.2951993805652342,0.2331447790857667,0.26052788929700177,42
81600,921.46703125,0.694168004031787,0.32736511008952335,0.20684910564133924,0.253513209668353,42
81600,929.3436053466796,0.694168004031787,0.3664516129032258,0.1736737501911023,0.2356602012239394,42
81600,939.7428991699219,0.694168004031787,0.4417029511369134,0.13958110380675737,0.21212825278810407,42
81600,957.6001220703124,0.694168004031787,0.5957446808510638,0.09417520256841462,0.16264026402640266,42
81600,960.2095161132813,0.694168004031787,0.6258064516129033,0.08897722060846966,0.15580243608619998,42
81600,963.2761909179688,0.694168004031787,0.6408706166868199,0.08102736584620089,0.14386536373507058,42
81600,966.607770324707,0.694168004031787,0.6781767955801105,0.07506497477449932,0.13516861665519614,42
81600,970.6677249755861,0.694168004031787,0.7209677419354839,0.06833817459104112,0.12484289903644742,42
81600,974.6641763305663,0.694168004031787,0.7620889748549323,0.06023543800642104,0.11164635874185322,42
81600,980.8278544921875,0.694168004031787,0.7922705314009661,0.050145237731233756,0.09432063263838965,42
81600,989.8172337036134,0.694168004031787,0.8774193548387097,0.0415838556795597,0.0794044665012407,42
81600,1001.9932481689441,0.694168004031787,0.9468599033816425,0.029964837180859197,0.058091286307053944,42
81600,1022.3896458129898,0.694168004031787,1.0,0.015899709524537533,0.031301730624529726,42
