Step,Percentile,AUROC,Precision,Recall,F1 score,Random Seed
81600,23.50837860107422,0.47869287815893136,0.05541037553232675,0.1750496865922642,0.08417570299577283,42
81600,23.705143928527832,0.47869287815893136,0.05271647954574784,0.12490444886103043,0.07414129497708608,42
81600,23.95408992767334,0.47869287815893136,0.054878048780487805,0.08668399327319981,0.06720796538849048,42
81600,24.3233039855957,0.47869287815893136,0.05381339527680991,0.042501146613667634,0.04749295293414197,42
81600,24.436128921508786,0.47869287815893136,0.05443987418340189,0.034398410029047546,0.04215851602023609,42
81600,24.56848012924194,0.47869287815893136,0.05290322580645161,0.025072618865616878,0.03402136707810393,42
81600,24.737709808349607,0.47869287815893136,0.053217223028543786,0.016817000458645467,0.025557620817843865,42
81600,25.010592288970948,0.47869287815893136,0.058027079303675046,0.009172909341079345,0.015841584158415842,42
81600,25.05397451400757,0.47869287815893136,0.05698924731182796,0.00810273658462009,0.014188194351492439,42
81600,25.103110931396486,0.47869287815893136,0.053204353083434096,0.006726800183458187,0.011943539630836048,42
81600,25.166038200378416,0.47869287815893136,0.05110497237569061,0.00565662742699893,0.010185822436338612,42
81600,25.218261554718026,0.47869287815893136,0.0467741935483871,0.0044335728481883505,0.008099427454266164,42
81600,25.28255672454834,0.47869287815893136,0.04642166344294004,0.003669163736431738,0.006800793425899688,42
81600,25.376191101074223,0.47869287815893136,0.04589371980676329,0.002904754624675126,0.005463695183321352,42
81600,25.484920017242437,0.47869287815893136,0.04838709677419355,0.0022932273352698363,0.0043789227849948915,42
81600,25.598960845947257,0.47869287815893136,0.04830917874396135,0.0015288182235132244,0.002963841138114997,42
81600,25.826615669250497,0.47869287815893136,0.057692307692307696,0.0009172909341079345,0.0018058690744920994,42
