Step,Percentile,AUROC,Precision,Recall,F1 score,Random Seed
81600,21.118526458740234,0.49200573828055955,0.07457413859852884,0.23559088824338786,0.11328799852968204,42
81600,21.386356258392333,0.49200573828055955,0.07794554136017551,0.1846812414003975,0.1096238486319706,42
81600,21.72075958251953,0.49200573828055955,0.08178474641889276,0.12918513988686744,0.10016001896521069,42
81600,22.253345680236816,0.49200573828055955,0.08633372048006194,0.0681852927686898,0.07619373024686085,42
81600,22.41265571594238,0.49200573828055955,0.0892813936607791,0.056413392447637975,0.06913996627318718,42
81600,22.61485303878784,0.49200573828055955,0.09161290322580645,0.04341843754777557,0.05891505030598485,42
81600,22.86170108795166,0.49200573828055955,0.10256410256410256,0.03241094633848036,0.049256505576208184,42
81600,23.3045460319519,0.49200573828055955,0.09864603481624758,0.015593945879834887,0.02693069306930693,42
81600,23.372635194778443,0.49200573828055955,0.10215053763440861,0.014523773123375631,0.025431669120599652,42
81600,23.442784408569338,0.49200573828055955,0.1003627569528416,0.012689191255159762,0.02252985884907709,42
81600,23.515774576187127,0.49200573828055955,0.10082872928176796,0.011160373031646537,0.0200963523743978,42
81600,23.60490761947632,0.49200573828055955,0.09838709677419355,0.009325791163430668,0.017036726714146067,42
81600,23.700041799545286,0.49200573828055955,0.10831721470019343,0.008561382051674057,0.01586851799376594,42
81600,23.81691167449951,0.49200573828055955,0.11352657004830918,0.007185445650512154,0.013515456506110711,42
81600,23.961582138061523,0.49200573828055955,0.11612903225806452,0.005503745604647607,0.010509414683987738,42
81600,24.17842401504515,0.49200573828055955,0.1111111111111111,0.003516281914080416,0.006816834617664493,42
81600,24.524133750915546,0.49200573828055955,0.125,0.0019874636905671916,0.003912716328066216,42
