Step,Percentile,AUROC,Precision,Recall,F1 score,Random Seed
81600,24.612665557861327,0.6851549027093423,0.1384049554781262,0.4372420119247821,0.21025546774489984,42
81600,24.9492787361145,0.6851549027093423,0.15524583817266743,0.3678336645772818,0.2183402150732792,42
81600,25.394652366638184,0.6851549027093423,0.1865079365079365,0.2946032716709983,0.2284122562674095,42
81600,26.095994949340817,0.6851549027093423,0.25338753387533874,0.20012230545788107,0.22362688989493465,42
81600,26.307984085083007,0.6851549027093423,0.27994193080087104,0.17688426846048005,0.21678845793516957,42
81600,26.59282684326171,0.6851549027093423,0.3135483870967742,0.14860113132548539,0.20163883414583547,42
81600,26.988847770690914,0.6851549027093423,0.3686502177068215,0.11649594863170769,0.1770446096654275,42
81600,27.687981243133542,0.6851549027093423,0.4864603481624758,0.07689955664271518,0.13280528052805282,42
81600,27.785920055389408,0.6851549027093423,0.5064516129032258,0.07200733832747286,0.1260875384821309,42
81600,27.92059887695313,0.6851549027093423,0.528415961305925,0.0668093563675279,0.11862106406080346,42
81600,28.045086019515992,0.6851549027093423,0.537292817679558,0.05947102889466442,0.10708878183069512,42
81600,28.189169570922857,0.6851549027093423,0.5725806451612904,0.05427304693471946,0.09914816366429269,42
81600,28.371918268203736,0.6851549027093423,0.6054158607350096,0.04785201039596392,0.08869368092944177,42
81600,28.60584785461426,0.6851549027093423,0.6545893719806763,0.04143097385720838,0.07792954708842559,42
81600,28.888180494308482,0.6851549027093423,0.7064516129032258,0.03348111909493961,0.06393227266092541,42
81600,29.30224858856198,0.6851549027093423,0.748792270531401,0.023696682464454975,0.04593953764078245,42
81600,29.871343208312993,0.6851549027093423,0.7692307692307693,0.012230545788105795,0.024078254326561327,42
