Step,Percentile,AUROC,Precision,Recall,F1 score,Random Seed
81600,9.213522148132327,0.7161175307755923,0.15858497870692992,0.5009937318452836,0.24091159713288,42
81600,9.467771863937378,0.7161175307755923,0.18389469608981804,0.43571319370126893,0.25863242433867234,42
81600,9.813398361206055,0.7161175307755923,0.22028648857917152,0.34795902767160986,0.26978012208854385,42
81600,10.463107252120965,0.7161175307755923,0.2802942315137437,0.22137287876471487,0.24737336636200563,42
81600,10.687978553771966,0.7161175307755923,0.297846600532301,0.18819752331447792,0.23065392542626945,42
81600,10.969974584579468,0.7161175307755923,0.31,0.14691943127962084,0.19935691318327972,42
81600,11.409805393218992,0.7161175307755923,0.3173681664247702,0.10029047546246751,0.15241635687732344,42
81600,12.22637984275817,0.7161175307755923,0.30077369439071566,0.047546246751261276,0.08211221122112211,42
81600,12.337943523406986,0.7161175307755923,0.3,0.04265402843601896,0.07468879668049792,42
81600,12.48312477111817,0.7161175307755923,0.28657799274486095,0.036232991897263415,0.06433224755700326,42
81600,12.64726567745208,0.7161175307755923,0.27486187845303867,0.030423482647913162,0.05478320715760495,42
81600,12.83075346374514,0.7161175307755923,0.2709677419354839,0.025684146155022167,0.0469208211143695,42
81600,13.015478115081784,0.7161175307755923,0.2514506769825919,0.019874636905671917,0.03683763105695664,42
81600,13.274545181274416,0.7161175307755923,0.23671497584541062,0.014982418590429598,0.02818116462976276,42
81600,13.62272293758393,0.7161175307755923,0.20967741935483872,0.009937318452835959,0.018975332068311195,42
81600,14.065282432556119,0.7161175307755923,0.17391304347826086,0.005503745604647607,0.010669828097213988,42
81600,14.712656405449007,0.7161175307755923,0.11538461538461539,0.001834581868215869,0.003611738148984199,42
